Mode,MNLC,MASC,Station,Coverage,Source,Entries_Monday,Entries_midweek,Entries_Friday,Entries_Saturday,Entries_Sunday,Exits_Monday,Exits_midweek,Exits_Friday,Exits_Saturday,Exits_Sunday,En/Ex_weekly,En/Ex_12week,En/Ex_annual
LO,736,UPMu,Upminster,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,1524,UHLr,Upper Holloway,Station entry/exit,Scaled,"2,827","2,827","2,717","2,112","1,395","2,862","2,862","3,013","2,158","1,388","35,540","426,484","1,672,068"
LO,742,WALu,Walthamstow Central,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,7407,WMWr,Walthamstow Queen's Road,Station entry/exit,Scaled,"1,955","1,955","2,002","1,555",973,"1,916","1,916","1,959","2,714","1,642","26,328","315,938","1,238,663"
LO,5372,WWRr,Wandsworth Road,Station entry/exit,Manual Counts,"1,110","1,277","1,320",874,553,"1,127","1,252","1,285",833,563,"15,254","183,048","717,656"
LO,7408,WNPr,Wanstead Park,Station entry/exit,Gateline,"1,951","2,068","2,043","1,687","1,086","1,959","2,086","2,023","1,678","1,137","26,025","312,295","1,224,379"
LO,1085,WPEr,Wapping,Station entry/exit,Gateline,"2,973","3,499","3,546","3,623","2,354","2,902","3,395","3,328","3,447","2,354","45,210","542,517","2,126,986"
LO,1455,WFHr,Watford High Street,Station entry/exit,Gateline,"1,938","1,974","2,088","2,033","1,342","1,824","1,902","2,038","2,119","1,270","26,282","315,383","1,236,487"
LO,1402,WFJr,Watford Junction,Boarding/alighting,Scaled,"2,539","2,539","2,387","2,940","2,516","2,506","2,506","2,236","2,660","2,598","35,515","426,182","1,670,882"
LO,751,WEMu,Wembley Central,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,755,WBTu,West Brompton,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,5411,WCYr,West Croydon NR,Boarding/alighting,Loadweigh,"4,663","5,022","4,887","4,027","2,783","4,368","4,653","4,596","3,592","2,409","60,348","724,182","2,839,218"
LO,1421,WHDr,West Hampstead LO,Station entry/exit,Gateline,"6,767","7,459","7,050","4,342","3,542","6,770","7,521","7,099","4,192","3,637","88,338","1,060,050","4,156,020"
LO,6956,WHLr,White Hart Lane,Station entry/exit,Gateline,"2,672","2,633","2,813","2,031","1,249","2,547","2,178","2,640","1,840","1,219","31,443","377,314","1,479,294"
LO,763,WCLu,Whitechapel,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,766,WJNu,Willesden Junction,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,6954,WSTr,Wood Street,Station entry/exit,Scaled,"3,373","3,373","2,996","2,402","1,703","3,114","3,114","2,682","2,058","1,758","39,549","474,585","1,860,651"
LO,7467,WGRr,Woodgrange Park,Station entry/exit,Gateline,"1,477","1,534","1,544","1,224",885,"1,361","1,369","1,384","1,034",800,"18,417","221,007","866,476"
LO,1335,BGVr,Barking Riverside,Station entry/exit,Gateline,"1,048","1,237","1,073",720,380,954,"1,111",902,639,358,"13,117","157,404","617,116"
DLR,750,ABRd,Abbey Road,Station entry/exit,APC,"1,937","2,040","2,040","1,545","1,160","1,934","2,044","2,026","1,508","1,173","25,575","306,896","1,249,246"
DLR,850,ALSd,All Saints,Station entry/exit,APC,"2,618","2,619","2,600","2,202","1,567","2,622","2,618","2,528","2,128","1,574","33,549","402,587","1,638,762"
DLR,513,BNKu,Bank and Monument,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
DLR,895,BECd,Beckton,Station entry/exit,APC,"3,207","3,316","3,329","2,699","1,688","3,343","3,492","3,363","2,703","1,648","42,404","508,854","2,071,330"
DLR,891,BEPd,Beckton Park,Station entry/exit,APC,766,775,791,550,369,808,853,827,553,412,"9,961","119,536","486,582"
DLR,882,BLAd,Blackwall,Station entry/exit,APC,"1,974","2,139","2,032","1,571","1,390","2,128","2,316","2,172","1,683","1,459","27,775","333,306","1,356,748"
DLR,851,BOCd,Bow Church,Station entry/exit,APC,"5,141","5,167","4,747","3,755","2,837","3,247","3,517","3,334","2,736","2,240","54,088","649,050","2,642,011"
DLR,842,CAWd,Canary Wharf DLR,Station entry/exit,APC,"15,062","18,256","15,809","14,306","9,879","16,336","19,899","17,696","16,710","11,004","231,266","2,775,191","11,296,641"
DLR,884,CNTu,Canning Town,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
DLR,854,CROd,Crossharbour,Station entry/exit,APC,"4,993","5,461","5,383","4,623","3,255","5,049","5,380","5,169","4,382","3,138","68,514","822,164","3,346,686"
DLR,887,CUHd,Custom House DLR,Station entry/exit,APC,"5,783","6,341","6,889","5,806","3,211","3,981","5,935","5,266","4,455","2,603","74,821","897,854","3,654,788"
DLR,879,CUSd,Cutty Sark,Station entry/exit,APC,"9,233","8,680","9,296","10,520","7,170","10,231","10,472","10,256","10,203","7,208","131,572","1,578,864","6,426,895"
DLR,893,CYPd,Cyprus,Station entry/exit,APC,"4,324","3,729","3,206","1,092",810,"4,367","3,787","3,156","1,063",820,"41,384","496,608","2,021,485"
DLR,897,DEBd,Deptford Bridge,Station entry/exit,APC,"3,969","4,303","4,430","4,053","2,936","4,074","4,358","4,475","3,882","2,867","56,667","680,009","2,768,033"
DLR,867,DERd,Devons Road,Station entry/exit,APC,"3,326","3,591","3,470","2,833","2,078","3,315","3,535","3,306","2,662","2,088","44,456","533,467","2,171,521"
DLR,883,EAId,East India,Station entry/exit,APC,"6,021","6,742","6,321","4,062","2,807","6,514","7,301","6,758","4,064","2,732","81,410","976,924","3,976,650"
DLR,898,ELRd,Elverson Road,Station entry/exit,APC,"2,061","2,253","2,211","1,949","1,348","1,904","2,111","1,971","1,698","1,310","27,543","330,514","1,345,384"
DLR,894,GARd,Gallions Reach,Station entry/exit,APC,"2,484","2,662","2,661","2,216","1,570","2,596","2,854","2,718","2,192","1,658","34,643","415,716","1,692,208"
DLR,928,GREd,Greenwich,Boarding/alighting,APC,"6,836","7,545","7,367","7,317","5,365","6,859","7,310","7,298","7,575","5,680","98,861","1,186,328","4,829,043"
DLR,855,HEQd,Heron Quays,Station entry/exit,APC,"7,633","8,190","7,266","6,610","5,220","8,188","9,120","8,182","7,347","5,474","107,849","1,294,188","5,268,097"
DLR,856,ISGd,Island Gardens,Station entry/exit,APC,"3,373","3,593","3,605","3,453","2,351","3,071","3,403","3,130","2,858","2,031","44,860","538,316","2,191,259"
DLR,523,KGVd,King George V,Station entry/exit,APC,"2,504","2,530","2,575","2,147","1,560","2,618","2,631","2,598","2,097","1,597","33,178","398,139","1,620,656"
DLR,853,LAPd,Langdon Park,Station entry/exit,APC,"5,673","6,236","6,359","5,147","3,947","5,713","6,142","6,303","5,135","3,710","79,123","949,476","3,864,917"
DLR,940,LEWd,Lewisham DLR,Station entry/exit,APC,"10,529","11,641","10,826","9,019","6,737","10,730","11,634","10,776","8,899","6,590","143,930","1,727,159","7,030,542"
DLR,862,LIMd,Limehouse DLR,Station entry/exit,APC,"9,016","10,388","9,592","7,124","4,714","13,087","14,884","14,100","9,627","7,078","150,153","1,801,841","7,334,538"
DLR,533,LCAd,London City Airport,Station entry/exit,APC,"5,793","5,636","5,940","2,313","3,060","5,083","5,151","5,967","2,433","3,043","65,995","791,939","3,223,651"
DLR,857,MUDd,Mudchute,Station entry/exit,APC,"2,258","2,514","2,530","2,302","1,693","2,215","2,378","2,283","2,170","1,733","31,860","382,315","1,556,245"
DLR,538,PDKd,Pontoon Dock,Station entry/exit,APC,"3,634","4,117","4,122","6,089","2,864","3,749","4,185","4,050","5,277","2,829","57,520","690,241","2,809,682"
DLR,858,POPd,Poplar,Station entry/exit,Scaled,"1,829","1,829","1,746","1,096","1,432","1,899","1,899","2,105","1,186","1,488","23,965","287,577","1,170,604"
DLR,888,PRRd,Prince Regent,Station entry/exit,APC,"2,044","2,381","2,585","2,263","1,662","2,111","2,416","2,628","2,296","1,496","31,474","377,692","1,537,427"
DLR,859,PMLd,Pudding Mill Lane,Station entry/exit,APC,"3,442","3,798","3,575","4,562","4,332","3,536","3,794","3,436","4,206","4,125","53,991","647,889","2,637,285"
DLR,890,ROAd,Royal Albert,Station entry/exit,APC,"1,853","1,902","1,950","2,232","1,537","1,976","2,100","2,190","2,376","1,384","27,501","330,013","1,343,343"
DLR,886,ROVd,Royal Victoria,Station entry/exit,APC,"4,094","4,002","4,434","5,039","3,529","3,497","3,535","3,831","3,940","2,775","53,750","645,005","2,625,546"
DLR,860,SHAd,Shadwell DLR,Station entry/exit,APC,"7,734","8,209","8,003","6,279","4,948","7,594","8,277","8,156","6,292","4,981","103,445","1,241,337","5,052,963"
DLR,861,SOQd,South Quay,Station entry/exit,APC,"5,778","6,895","6,209","4,359","3,137","5,882","7,085","6,084","4,133","3,106","80,627","967,519","3,938,364"
DLR,889,STLd,Star Lane,Station entry/exit,APC,"2,243","2,480","2,322","1,357","1,058","2,425","2,698","2,562","1,446","1,129","30,077","360,923","1,469,167"
DLR,719,SFDu,Stratford,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
DLR,749,SHSd,Stratford High Street,Station entry/exit,APC,"1,878","1,951","1,833","1,273",984,"2,007","2,061","1,985","1,315","1,023","24,334","292,007","1,188,638"
DLR,504,STId,Stratford International DLR,Station entry/exit,APC,"5,842","6,421","6,546","5,897","4,499","5,255","5,685","5,791","5,315","4,086","79,547","954,567","3,885,642"
DLR,864,TOGd,Tower Gateway,Station entry/exit,APC,"4,306","4,989","4,651","4,080","3,190","4,343","5,105","5,019","4,477","3,638","63,987","767,840","3,125,555"
DLR,757,WHMu,West Ham,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
DLR,866,WIQd,West India Quay,Station entry/exit,APC,"3,722","4,389","4,559","4,666","3,860","3,465","4,098","4,153","4,209","3,341","57,437","689,241","2,805,612"
DLR,559,WSId,West Silvertown,Station entry/exit,APC,"3,400","3,757","3,692","3,202","2,228","3,271","3,460","3,402","2,901","1,876","45,622","547,463","2,228,492"
DLR,865,WESd,Westferry,Station entry/exit,APC,"6,020","6,716","6,602","5,556","4,353","6,113","6,705","6,409","5,477","4,582","85,373","1,024,477","4,170,218"
DLR,573,WOAd,Woolwich Arsenal,Station entry/exit,APC,"11,018","10,863","11,561","10,055","13,388","11,292","11,218","11,816","10,479","12,395","158,245","1,898,946","7,729,812"
EZL,5131,ABWr,Abbey Wood,Boarding/alighting,Loadweigh,"14,591","17,412","15,077","12,117","7,379","18,401","22,071","18,522","14,886","10,697","230,120","2,761,439","10,030,892"
EZL,3000,AMLr,Acton Main Line,Station entry/exit,Gateline,"1,775","3,077","1,906","1,642",848,"1,795","3,140","1,766","1,363",898,"30,647","367,759","1,335,880"
EZL,524,BDSu,Bond Street,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
EZL,6872,BREr,Brentwood,Station entry/exit,Gateline,"3,695","4,496","3,657","2,433","1,328","3,516","4,229","3,472","2,253","1,321","47,850","574,198","2,085,769"
EZL,3176,BNMr,Burnham,Station entry/exit,Manual Counts,"2,197","2,783","2,565","1,815","1,033","2,080","2,607","2,211","1,626","1,005","30,702","368,424","1,338,295"
EZL,6560,CWXr,Canary Wharf EZL,Station entry/exit,Gateline,"17,123","25,525","19,056","15,293","9,919","17,624","25,296","19,116","16,474","10,776","277,847","3,334,166","12,111,314"
EZL,6874,CTHr,Chadwell Heath,Station entry/exit,Gateline,"6,434","7,080","6,635","4,968","3,017","6,244","6,801","6,296","4,464","2,990","82,689","992,262","3,604,379"
EZL,6561,CUSr,Custom House EZL,Station entry/exit,Gateline,"8,554","12,056","11,159","11,662","5,728","8,528","11,543","10,871","11,687","5,548","144,533","1,734,401","6,300,188"
EZL,560,EBYu,Ealing Broadway,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
EZL,577,FARu,Farringdon,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
EZL,6876,FOGr,Forest Gate,Station entry/exit,Gateline,"6,718","8,170","7,125","5,861","4,093","6,824","8,074","6,960","5,552","4,142","96,007","1,152,079","4,184,913"
EZL,6877,GDPr,Gidea Park,Station entry/exit,Gateline,"4,041","4,945","4,072","2,969","1,739","3,809","4,618","3,725","2,633","1,798","53,475","641,706","2,330,987"
EZL,6878,GMYr,Goodmayes,Station entry/exit,Gateline,"5,904","6,485","5,921","4,275","2,829","5,851","6,405","5,752","4,003","2,800","76,005","912,061","3,313,051"
EZL,3191,HANr,Hanwell,Station entry/exit,Scaled,"2,701","2,701","2,102","1,648","1,011","2,266","2,266","1,894","1,381","1,048","28,948","347,373","1,261,829"
EZL,6879,HROr,Harold Wood,Station entry/exit,Gateline,"4,720","5,443","4,619","3,330","1,777","4,627","5,272","4,406","3,019","1,641","60,283","723,392","2,627,711"
EZL,3186,HAYr,Hayes & Harlington,Boarding/alighting,Manual Counts,"8,854","9,972","10,088","8,770","5,735","8,807","9,965","10,895","8,522","5,646","127,127","1,525,526","5,541,453"
EZL,7091,HAFr,Heathrow Terminal 4 EZL,Boarding/alighting,Loadweigh,"2,130","3,010","3,018","2,835","2,803","1,768","3,435","2,724","2,805","2,702","40,121","481,452","1,748,867"
EZL,9846,HWVr,Heathrow Terminal 5 EZL,Boarding/alighting,Loadweigh,"2,612","3,054","2,449","2,620","2,087","2,690","3,543","2,765","2,292","1,824","39,130","469,562","1,705,678"
EZL,7090,HXXr,Heathrow Terminals 2 & 3 EZL,Boarding/alighting,Scaled,"10,005","10,005","8,618","7,672","7,771","9,168","9,168","8,166","6,637","5,216","120,773","1,449,281","5,264,496"
EZL,6881,IFDr,Ilford,Station entry/exit,Gateline,"11,646","12,874","11,810","10,092","6,944","12,149","13,480","12,058","9,858","7,046","160,665","1,927,977","7,003,352"
EZL,3170,IVRr,Iver,Station entry/exit,Manual Counts,476,618,597,430,281,443,562,513,357,261,"6,898","82,778","300,691"
EZL,3171,LNYr,Langley,Station entry/exit,Manual Counts,"1,565","2,001","1,841","1,343",797,"1,622","2,095","1,812","1,281",805,"23,355","280,258","1,018,032"
EZL,634,LSTu,Liverpool Street LU,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
EZL,6965,LSTr,Liverpool Street NR,Boarding/alighting,---limited services---,0,0,0,0,0,0,0,0,0,0,0,0,0
EZL,3147,MAIr,Maidenhead,Boarding/alighting,Manual Counts,"3,959","5,805","5,241","3,376","2,805","4,512","6,694","5,525","2,375","2,898","68,188","818,260","2,972,320"
EZL,6883,MNPr,Manor Park,Station entry/exit,Gateline,"4,743","5,626","4,913","3,934","2,770","4,761","5,554","4,867","3,617","2,793","65,942","791,300","2,874,388"
EZL,6970,MYLr,Maryland,Station entry/exit,Gateline,"3,855","4,914","4,128","2,945","2,133","3,713","4,616","3,729","2,585","2,188","53,866","646,392","2,348,010"
EZL,3087,PADr,Paddington NR,Boarding/alighting,---limited services---,0,0,0,0,0,0,0,0,0,0,0,0,0
EZL,670,PADu,Paddington TfL,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
EZL,3149,RDGr,Reading,Boarding/alighting,Loadweigh,"3,239","3,879","3,594","2,241","2,528","4,322","5,009","4,605","3,624","3,376","54,192","650,308","2,362,237"
EZL,6886,RMFr,Romford,Boarding/alighting,Scaled,"14,773","14,773","14,610","13,107","6,963","17,122","17,122","16,667","14,164","7,753","200,842","2,410,104","8,754,672"
EZL,6893,SVKr,Seven Kings,Boarding/alighting,Scaled,"6,112","6,112","5,860","4,230","2,850","5,524","5,524","5,142","3,674","2,738","71,038","852,455","3,096,531"
EZL,6888,SNFr,Shenfield,Boarding/alighting,Loadweigh,"3,795","4,188","3,363","2,762","1,375","4,695","5,411","4,295","3,503","1,950","54,532","654,384","2,377,042"
EZL,3172,SLOr,Slough,Boarding/alighting,Manual Counts,"4,800","6,257","5,136","5,064","2,997","4,210","5,386","4,664","3,973","2,551","68,323","819,880","2,978,203"
EZL,3187,STLr,Southall,Boarding/alighting,Scaled,"5,501","5,501","5,357","4,372","2,945","5,313","5,313","4,997","3,891","2,674","67,489","809,868","2,941,837"
EZL,719,SFDu,Stratford,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
EZL,3151,TAPr,Taplow,Station entry/exit,Manual Counts,590,888,668,595,375,574,810,562,512,401,"9,371","112,448","408,467"
EZL,728,TCRu,Tottenham Court Road,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
EZL,3155,TWYr,Twyford,Boarding/alighting,Manual Counts,"2,010","3,390","2,451","1,959","1,074","2,097","3,471","2,588","1,719","1,270","35,751","429,014","1,558,389"
EZL,3174,WDTr,West Drayton,Boarding/alighting,Scaled,"3,431","3,431","3,405","2,781","1,593","3,015","3,015","2,839","2,197","1,457","40,057","480,681","1,746,069"
EZL,3188,WEAr,West Ealing,Boarding/alighting,Scaled,"3,705","3,705","2,971","2,503","1,201","3,689","3,689","2,886","2,194","1,321","42,653","511,837","1,859,242"
EZL,763,WCLu,Whitechapel,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
EZL,6562,WWCr,Woolwich EZL,Station entry/exit,Gateline,"13,628","17,210","16,286","14,266","9,584","13,292","16,853","14,949","12,812","9,648","206,652","2,479,823","9,007,924"
