Mode,MNLC,MASC,Station,Coverage,Source,Entries_Monday,Entries_midweek,Entries_Friday,Entries_Saturday,Entries_Sunday,Exits_Monday,Exits_midweek,Exits_Friday,Exits_Saturday,Exits_Sunday,En/Ex_weekly,En/Ex_12week,En/Ex_annual
LU,775,SBMu,Shepherd's Bush Market,Station entry/exit,Gateline,"4,311","4,793","5,200","4,528","3,048","4,136","4,657","4,823","4,070","2,985","61,451","737,410","2,891,897"
LU,702,SSQu,Sloane Square,Station entry/exit,Gateline,"18,207","22,053","20,136","18,607","11,767","18,217","22,237","20,126","19,605","11,805","271,339","3,256,065","12,769,299"
LU,703,SNBu,Snaresbrook,Station entry/exit,Gateline,"2,645","3,017","2,783","2,262","1,374","2,523","2,856","2,617","2,172","1,463","35,460","425,521","1,668,766"
LU,704,SELu,South Ealing,Station entry/exit,Gateline,"3,936","4,272","4,258","3,422","2,212","3,934","4,207","4,222","3,446","2,365","53,232","638,780","2,505,100"
LU,707,SHRu,South Harrow,Station entry/exit,Gateline,"2,704","2,790","2,846","2,206","1,435","2,804","2,873","2,901","2,208","1,483","35,578","426,935","1,674,310"
LU,708,SKNu,South Kensington,Station entry/exit,Gateline,"35,529","37,554","39,400","37,787","28,851","36,609","38,730","40,636","39,684","29,701","517,048","6,204,577","24,332,469"
LU,709,SKTu,South Kenton,Station entry/exit,Scaled,"1,578","1,578","1,574","1,297",815,"1,841","1,841","2,087","1,184",882,"21,514","258,163","1,012,436"
LU,710,SRPu,South Ruislip,Station entry/exit,Gateline,"2,180","2,509","2,379","1,947","1,167","2,087","2,442","2,291","1,904","1,173","29,982","359,778","1,410,940"
LU,711,SWMu,South Wimbledon,Station entry/exit,Gateline,"4,797","5,703","5,290","4,952","3,086","4,674","5,539","5,326","5,148","3,173","70,172","842,061","3,302,306"
LU,712,SWFu,South Woodford,Station entry/exit,Gateline,"5,587","6,525","6,138","5,296","3,067","5,808","6,717","6,351","5,315","3,265","80,555","966,658","3,790,939"
LU,705,SFSu,Southfields,Station entry/exit,Gateline,"6,886","8,093","7,361","6,097","4,025","6,602","7,677","6,650","5,502","4,054","94,487","1,133,847","4,446,603"
LU,706,SGTu,Southgate,Station entry/exit,Gateline,"5,658","6,103","6,077","5,331","3,633","5,991","6,485","6,475","5,577","3,806","80,314","963,764","3,779,589"
LU,784,SWKu,Southwark,Station entry/exit,Gateline,"12,955","16,507","13,348","10,302","7,151","13,310","17,010","14,175","10,764","6,918","189,474","2,273,688","8,916,716"
LU,695,SJPu,St. James's Park,Station entry/exit,Gateline,"13,319","16,476","12,608","8,613","6,010","13,468","16,765","12,808","8,601","6,377","181,525","2,178,304","8,542,648"
LU,696,SJWu,St. John's Wood,Station entry/exit,Gateline,"8,879","9,584","9,506","7,061","4,845","9,119","9,792","9,734","7,261","5,084","119,616","1,435,389","5,629,161"
LU,697,STPu,St. Paul's,Station entry/exit,Gateline,"13,611","17,088","13,957","11,180","6,981","14,091","17,413","13,970","10,292","6,433","194,020","2,328,242","9,130,661"
LU,713,STBu,Stamford Brook,Station entry/exit,Gateline,"3,138","3,863","3,533","2,856","1,879","3,088","3,722","3,281","2,539","1,853","44,922","539,059","2,114,025"
LU,714,STAu,Stanmore,Station entry/exit,Gateline,"4,331","4,903","4,695","4,116","2,718","4,407","4,914","4,719","4,216","2,949","61,601","739,213","2,898,971"
LU,715,STGu,Stepney Green,Station entry/exit,Gateline,"7,875","8,253","8,447","5,516","3,835","7,887","8,132","8,017","5,127","3,834","99,693","1,196,320","4,691,603"
LU,716,STKu,Stockwell,Station entry/exit,Gateline,"10,727","12,979","12,818","12,778","7,923","9,805","11,510","11,693","11,876","7,460","158,547","1,902,570","7,461,301"
LU,717,SPKu,Stonebridge Park,Station entry/exit,Gateline,"3,714","4,068","3,826","2,564","1,635","3,649","3,881","3,598","2,340","1,680","46,853","562,241","2,204,940"
LU,719,SFDu,Stratford,Station entry/exit,Gateline,"72,351","72,042","64,650","78,194","73,423","73,631","72,883","66,311","80,750","73,352","1,017,438","12,209,258","47,881,009"
LU,720,SHLu,Sudbury Hill,Station entry/exit,Gateline,"2,522","2,604","2,546","1,975","1,236","2,524","2,606","2,494","1,862","1,255","32,043","384,510","1,507,933"
LU,721,STNu,Sudbury Town,Station entry/exit,Gateline,"2,375","2,476","2,480","1,852","1,296","2,214","2,257","2,219","1,660","1,229","29,522","354,266","1,389,322"
LU,723,SWCu,Swiss Cottage,Station entry/exit,Gateline,"7,782","8,564","8,225","6,795","4,448","7,700","8,445","7,993","6,563","4,386","104,917","1,259,001","4,937,419"
LU,724,TEMu,Temple,Station entry/exit,Gateline,"10,114","12,212","10,148","4,567","2,886","11,100","13,436","11,665","5,019","2,951","135,394","1,624,722","6,371,669"
LU,725,THBu,Theydon Bois,Station entry/exit,Gateline,"1,012","1,207","1,088","1,019",596,987,"1,153","1,061",984,604,"14,433","173,190","679,199"
LU,726,TBEu,Tooting Bec,Station entry/exit,Gateline,"8,382","10,442","9,546","9,419","5,711","8,121","9,978","8,893","8,975","5,985","126,293","1,515,520","5,943,410"
LU,727,TBYu,Tooting Broadway,Station entry/exit,Gateline,"16,651","19,603","19,526","18,006","10,895","16,794","19,493","19,164","17,619","11,056","246,999","2,963,988","11,623,863"
LU,728,TCRu,Tottenham Court Road,Station entry/exit,Gateline,"62,192","85,956","78,366","74,696","51,536","60,917","83,933","79,129","73,792","49,915","1,040,210","12,482,525","48,952,679"
LU,729,TTHu,Tottenham Hale LU,Station entry/exit,Gateline,"19,004","20,492","20,365","19,039","14,661","18,789","20,312","19,854","17,354","13,973","265,453","3,185,440","12,492,329"
LU,730,TOTu,Totteridge & Whetstone,Station entry/exit,Gateline,"2,692","3,214","2,888","2,601","1,508","2,648","3,187","2,915","2,461","1,532","38,448","461,382","1,809,400"
LU,731,THLu,Tower Hill,Station entry/exit,Gateline,"21,271","23,366","22,979","26,283","18,499","21,474","24,637","24,862","28,876","18,946","327,197","3,926,365","15,398,014"
LU,733,TPKu,Tufnell Park,Station entry/exit,Gateline,"4,250","5,059","5,045","5,186","3,131","4,029","4,705","4,553","4,552","3,041","63,079","756,952","2,968,537"
LU,734,TGRu,Turnham Green,Station entry/exit,Gateline,"6,529","7,984","7,476","6,685","4,528","6,657","8,118","7,732","6,956","4,647","99,516","1,194,191","4,683,256"
LU,735,TPLu,Turnpike Lane,Station entry/exit,Gateline,"11,471","13,081","12,930","12,037","8,330","11,727","13,094","12,833","11,543","8,262","167,658","2,011,901","7,890,066"
LU,736,UPMu,Upminster,Station entry/exit,Gateline,"5,695","6,708","5,756","4,558","3,575","5,767","6,822","5,874","4,485","3,786","80,084","961,005","3,768,771"
LU,737,UPBu,Upminster Bridge,Station entry/exit,Gateline,"1,334","1,453","1,261",642,312,"1,344","1,410","1,239",645,351,"15,717","188,607","739,660"
LU,738,UPYu,Upney,Station entry/exit,Gateline,"3,400","3,635","3,415","2,323","1,641","3,134","3,277","3,116","2,085","1,439","41,288","495,460","1,943,046"
LU,739,UPKu,Upton Park,Station entry/exit,Gateline,"12,525","13,332","12,984","10,652","7,491","11,939","12,705","12,390","9,913","7,300","163,304","1,959,646","7,685,139"
LU,740,UXBu,Uxbridge,Station entry/exit,Gateline,"9,879","10,163","10,120","7,043","4,241","9,920","9,976","9,837","6,558","4,305","122,321","1,467,855","5,756,484"
LU,777,VUXu,Vauxhall LU,Station entry/exit,Gateline,"30,827","36,469","35,095","30,906","21,406","29,609","34,533","32,591","28,777","21,417","443,633","5,323,597","20,877,534"
LU,741,VICu,Victoria LU,Station entry/exit,Gateline,"81,784","99,356","94,628","68,868","51,135","85,530","101,703","94,299","67,323","52,358","1,199,103","14,389,236","56,430,221"
LU,742,WALu,Walthamstow Central,Station entry/exit,Gateline,"19,106","21,539","21,137","18,692","12,644","19,102","21,393","21,117","18,560","13,070","272,224","3,266,691","12,810,972"
LU,743,WANu,Wanstead,Station entry/exit,Gateline,"2,706","3,130","3,003","2,737","1,727","2,869","3,262","3,144","2,760","1,808","39,931","479,175","1,879,178"
LU,745,WSTu,Warren Street,Station entry/exit,Gateline,"20,863","24,728","20,754","12,056","8,050","21,630","25,775","21,485","12,135","7,895","276,376","3,316,507","13,006,335"
LU,746,WARu,Warwick Avenue,Station entry/exit,Gateline,"4,251","5,048","4,762","4,108","2,767","4,127","4,806","4,450","4,065","2,940","61,031","732,368","2,872,126"
LU,747,WLOu,Waterloo LU,Station entry/exit,Special,"94,212","123,889","105,036","91,312","46,805","100,430","131,352","112,397","93,772","50,549","1,460,235","17,522,819","68,719,185"
LU,748,WATu,Watford,Station entry/exit,Gateline,"2,776","3,078","2,921","1,851","1,118","2,797","3,034","2,938","1,823","1,115","35,674","428,086","1,678,824"
LU,751,WEMu,Wembley Central,Station entry/exit,Gateline,"6,706","6,978","6,920","6,372","4,057","7,127","7,574","7,367","6,513","4,127","92,844","1,114,132","4,369,287"
LU,752,WPKu,Wembley Park,Station entry/exit,Gateline,"22,547","23,648","26,057","24,356","16,204","22,267","23,308","25,928","24,793","15,776","318,794","3,825,529","15,002,565"
LU,753,WACu,West Acton,Station entry/exit,Gateline,"1,740","1,904","1,854","1,603",909,"1,716","1,814","1,853","1,608",896,"23,334","280,004","1,098,089"
LU,755,WBTu,West Brompton,Station entry/exit,Scaled,"7,177","7,177","7,004","6,910","4,287","7,403","7,403","6,548","6,722","4,161","93,952","1,127,420","4,421,399"
LU,756,WFYu,West Finchley,Station entry/exit,Gateline,"1,915","2,260","1,985","1,565",941,"1,810","2,078","1,826","1,441",933,"25,429","305,142","1,196,676"
LU,757,WHMu,West Ham,Station entry/exit,Gateline,"7,848","7,722","6,811","6,263","4,090","7,738","7,553","6,768","6,387","4,200","95,932","1,151,186","4,514,604"
LU,758,WHDu,West Hampstead LU,Station entry/exit,Gateline,"10,960","12,638","12,138","10,366","6,371","10,388","11,881","11,340","9,631","6,094","150,844","1,810,128","7,098,774"
LU,759,WHRu,West Harrow,Station entry/exit,Scaled,"1,410","1,410","1,569","1,294",826,"1,624","1,624","1,712","1,343","1,051","19,931","239,173","937,962"
LU,760,WKNu,West Kensington,Station entry/exit,Gateline,"5,290","6,387","5,924","5,570","4,095","5,048","5,998","5,188","4,708","3,761","76,740","920,883","3,611,426"
LU,762,WRPu,West Ruislip,Station entry/exit,Gateline,"1,724","1,975","1,799","1,687",890,"1,743","2,035","1,809","1,710",911,"24,303","291,638","1,143,714"
LU,754,WBPu,Westbourne Park,Station entry/exit,Gateline,"4,993","5,713","5,588","4,549","2,901","4,730","5,395","5,146","4,078","2,869","68,180","818,154","3,208,554"
LU,761,WMSu,Westminster,Station entry/exit,Gateline,"25,863","27,986","26,480","30,154","19,529","27,313","29,808","27,764","31,485","20,116","382,087","4,585,042","17,981,143"
LU,764,WCTu,White City,Station entry/exit,Gateline,"11,132","13,751","11,472","8,946","5,852","10,829","13,454","11,393","9,646","6,182","157,066","1,884,797","7,391,603"
LU,763,WCLu,Whitechapel,Station entry/exit,Gateline,"22,751","25,377","22,632","16,468","12,406","22,971","25,697","22,692","16,738","13,332","303,214","3,638,564","14,269,347"
LU,765,WLGu,Willesden Green,Station entry/exit,Gateline,"8,213","8,989","9,127","7,637","5,326","8,161","8,859","8,895","7,415","5,360","113,677","1,364,125","5,349,685"
LU,766,WJNu,Willesden Junction,Station entry/exit,Gateline,"7,164","7,951","7,587","5,465","3,523","7,062","7,679","7,263","5,120","3,682","93,757","1,125,088","4,412,252"
LU,767,WIMu,Wimbledon,Boarding/alighting,Scaled,"18,625","18,625","17,651","16,864","10,652","19,552","19,552","18,419","17,106","11,308","244,707","2,936,488","11,516,014"
LU,768,WMPu,Wimbledon Park,Station entry/exit,Gateline,"2,516","2,959","2,755","2,563","1,506","2,530","2,919","2,659","2,487","1,556","36,207","434,482","1,703,908"
LU,770,WGNu,Wood Green,Station entry/exit,Gateline,"13,388","14,833","15,580","14,567","9,407","13,239","14,724","15,316","14,358","9,207","193,731","2,324,767","9,117,031"
LU,599,WDLu,Wood Lane,Station entry/exit,Gateline,"5,572","6,864","6,080","5,818","3,808","6,073","7,461","6,756","6,541","4,136","87,757","1,053,088","4,129,894"
LU,769,WFDu,Woodford,Station entry/exit,Gateline,"6,529","7,595","7,069","5,831","3,654","6,335","7,348","6,786","5,489","3,642","90,165","1,081,983","4,243,208"
LU,771,WSPu,Woodside Park,Station entry/exit,Scaled,"4,363","4,363","4,046","3,402","2,148","7,472","7,472","6,864","5,752","4,186","73,742","884,904","3,470,324"
LU,831,NIEu,Nine Elms,Station entry/exit,Gateline,"4,985","6,124","5,829","5,334","3,992","4,720","5,683","5,199","4,642","3,695","73,813","885,762","3,473,689"
LU,832,BPSu,Battersea Power Station,Station entry/exit,Gateline,"10,426","12,230","13,867","20,787","11,950","10,001","11,701","13,276","20,462","11,278","183,840","2,206,083","8,651,589"
LO,1404,ACCr,Acton Central,Station entry/exit,Gateline,"2,558","2,704","2,765","1,760","1,157","2,533","2,692","2,655","1,408","1,126","32,151","385,815","1,512,622"
LO,5397,ANYr,Anerley,Boarding/alighting,Scaled,"1,818","1,818","1,667","1,240","1,443","1,716","1,716","1,501","1,001","1,708","22,699","272,392","1,067,937"
LO,514,BKGu,Barking,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,6961,BETr,Bethnal Green LO,Station entry/exit,Gateline,"2,146","2,367","2,324","1,936","1,323","2,352","2,684","2,736","2,214","1,479","31,665","379,986","1,489,768"
LO,522,BHRu,Blackhorse Road,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,5404,BCYr,Brockley,Boarding/alighting,Scaled,"5,010","5,010","5,364","4,756","3,138","4,614","4,614","4,552","3,925","3,027","63,258","759,090","2,976,079"
LO,1437,BSYr,Brondesbury,Station entry/exit,Gateline,"3,913","4,237","4,295","2,617","2,273","3,793","4,143","4,099","2,128","2,194","50,451","605,410","2,373,563"
LO,1438,BSPr,Brondesbury Park,Station entry/exit,Scaled,"2,482","2,482","2,575",922,965,"2,473","2,473","2,524",813,"1,066","28,689","344,267","1,349,727"
LO,6958,BCVr,Bruce Grove,Station entry/exit,Scaled,"3,537","3,537","3,061","2,477","2,125","2,890","2,890","2,802","2,160","1,695","40,029","480,344","1,883,232"
LO,6913,BHKr,Bush Hill Park,Station entry/exit,Scaled,"2,109","2,109","1,811","1,520",918,"1,771","1,771","1,501","1,202",844,"23,320","279,840","1,097,138"
LO,1395,BSHr,Bushey,Boarding/alighting,Scaled,598,598,664,"1,262",496,"1,082","1,082",626,"1,050",432,"11,251","135,010","529,317"
LO,1439,CIRr,Caledonian Road & Barnsbury,Station entry/exit,Scaled,"2,909","2,909","3,411","2,404","1,534","2,976","2,976","3,508","2,278","1,727","38,402","460,823","1,806,697"
LO,6962,CBHr,Cambridge Heath,Station entry/exit,Scaled,"2,168","2,168","2,019","1,741","1,475","2,295","2,295","2,281","1,808","1,466","28,643","343,717","1,347,572"
LO,1440,CMDr,Camden Road,Station entry/exit,Gateline,"5,676","6,355","6,075","5,741","3,623","5,971","6,756","6,769","6,164","3,850","83,200","998,395","3,914,294"
LO,788,CWRu,Canada Water,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,1441,CNNr,Canonbury,Station entry/exit,Gateline,"3,364","4,046","4,048","2,119","2,471","3,222","3,774","3,753","1,902","2,491","46,831","561,970","2,203,254"
LO,1442,CPKr,Carpenders Park,Station entry/exit,Gateline,"1,789","1,893","1,838","1,309",790,"1,847","1,958","1,858","1,243",833,"23,061","276,727","1,084,934"
LO,6814,CHNr,Cheshunt,Boarding/alighting,Loadweigh,789,851,845,768,676,"1,395","1,407","1,418","1,072",834,"14,567","174,808","685,350"
LO,6914,CHIr,Chingford,Station entry/exit,Gateline,"2,755","3,338","2,847","2,528","1,566","2,736","3,317","2,802","2,430","1,675","39,303","471,638","1,849,097"
LO,5301,CLPr,Clapham High Street,Station entry/exit,Scaled,"2,473","2,473","2,602","2,211","1,625","2,627","2,627","2,962","2,579","1,910","34,289","411,466","1,613,188"
LO,5595,CLJr,Clapham Junction,Boarding/alighting,Loadweigh,"20,726","22,925","22,347","17,782","10,496","18,371","19,996","19,784","15,622","9,423","263,315","3,159,777","12,388,180"
LO,6926,CPTr,Clapton,Station entry/exit,Manual Counts,"3,187","3,894","3,730","2,239","1,505","2,885","3,433","3,321","1,900","1,391","42,138","505,658","1,982,478"
LO,7406,CRHr,Crouch Hill,Station entry/exit,Scaled,"1,710","1,710","1,756","1,357",762,"1,757","1,757","1,805","1,421",891,"21,859","262,303","1,028,383"
LO,5356,CYPr,Crystal Palace,Boarding/alighting,Loadweigh,"2,639","3,025","2,656","2,827","2,218","2,670","2,896","2,546","2,561","2,252","38,132","457,579","1,793,979"
LO,1443,DLJr,Dalston Junction,Station entry/exit,Gateline,"6,598","8,338","9,106","10,930","6,239","6,700","8,360","9,374","11,575","6,579","117,194","1,406,322","5,513,609"
LO,1429,DLKr,Dalston Kingsland,Station entry/exit,Gateline,"7,073","8,140","9,134","8,627","5,247","7,052","8,048","9,466","8,771","5,633","109,569","1,314,833","5,154,919"
LO,5421,DMKr,Denmark Hill,Boarding/alighting,Scaled,"11,627","11,627","11,262","5,584","5,181","11,969","11,969","11,643","5,603","5,177","138,835","1,666,015","6,531,758"
LO,6941,EDRr,Edmonton Green,Boarding/alighting,Scaled,"5,274","5,274","5,287","4,677","3,235","5,085","5,085","5,299","4,216","3,060","67,210","806,514","3,162,010"
LO,7473,EMPr,Emerson Park,Station entry/exit,Scaled,575,575,502,293,106,412,412,357,160,96,"5,460","65,525","256,897"
LO,6959,ENFr,Enfield Town,Station entry/exit,Gateline,"3,353","3,680","3,365","2,558","1,766","3,146","3,383","3,137","2,217","1,622","42,352","508,226","1,992,543"
LO,1444,EUSr,Euston NR,Boarding/alighting,Loadweigh,"3,836","5,005","5,248","4,861","2,940","3,591","4,467","4,815","3,920","2,917","60,543","726,521","2,848,390"
LO,1445,FNYr,Finchley Road & Frognal,Station entry/exit,Scaled,"3,248","3,248","3,367","1,213","1,793","3,497","3,497","3,572","1,259","1,854","40,039","480,466","1,883,709"
LO,5362,FOHr,Forest Hill,Boarding/alighting,Scaled,"3,955","3,955","3,898","3,583","2,703","4,098","4,098","4,081","3,441","2,805","52,722","632,664","2,480,415"
LO,1409,GPOr,Gospel Oak,Station entry/exit,Gateline,"3,619","3,939","3,949","2,888","1,978","3,548","3,869","3,833","3,243","2,020","48,500","582,000","2,281,783"
LO,591,GUNu,Gunnersbury,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,6977,HKCr,Hackney Central,Station entry/exit,Gateline,"6,383","8,047","8,177","8,422","5,170","6,697","8,235","8,528","9,270","5,421","106,913","1,282,957","5,029,944"
LO,6867,HACr,Hackney Downs,Boarding/alighting,Manual Counts,"6,809","5,375","7,335","5,954","5,954","6,317","7,322","7,468","5,176","5,176","88,281","1,059,369","4,153,346"
LO,6978,HKWr,Hackney Wick,Station entry/exit,Scaled,"5,213","5,213","5,231","5,211","2,796","4,736","4,736","5,429","5,731","3,102","67,297","807,570","3,166,148"
LO,1022,HGGr,Haggerston,Station entry/exit,Gateline,"3,979","4,972","4,663","4,134","2,612","3,961","4,921","4,666","4,284","2,696","60,675","728,101","2,854,584"
LO,1413,HDHr,Hampstead Heath,Station entry/exit,Gateline,"4,547","4,890","4,835","3,077","2,834","4,531","4,834","4,739","3,170","2,909","59,814","717,771","2,814,083"
LO,596,HARu,Harlesden,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,7401,HRYr,Harringay Green Lanes,Station entry/exit,Manual Counts,"2,494","2,607","2,747","2,566","1,629","2,603","2,693","2,745","2,536","1,694","34,914","418,972","1,642,618"
LO,597,HAWu,Harrow & Wealdstone,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,1398,HTEr,Hatch End,Station entry/exit,Gateline,954,"1,061","1,000",718,438,941,"1,058","1,012",746,465,"12,630","151,563","594,216"
LO,1434,HDLr,Headstone Lane,Station entry/exit,Scaled,"1,051","1,051","1,090",531,443,903,903,888,465,479,"11,712","140,539","550,997"
LO,6919,HIPr,Highams Park,Station entry/exit,Gateline,"3,915","4,690","4,087","3,009","1,775","3,829","4,539","3,810","2,716","1,811","52,640","631,679","2,476,551"
LO,603,HBYu,Highbury & Islington,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,6979,HMNr,Homerton,Station entry/exit,Gateline,"6,128","7,103","7,045","5,445","3,601","6,057","6,748","6,358","4,965","3,592","84,745","1,016,936","3,986,986"
LO,5418,HPAr,Honor Oak Park,Station entry/exit,Gateline,"3,356","4,056","3,705","3,238","2,001","3,383","4,019","3,423","2,971","2,099","48,400","580,802","2,277,085"
LO,1023,HOXr,Hoxton,Station entry/exit,Gateline,"4,261","5,407","5,066","4,138","3,603","4,417","5,660","5,421","4,393","4,401","68,901","826,813","3,241,592"
LO,9586,IMWr,Imperial Wharf,Boarding/alighting,Scaled,"5,026","5,026","4,966","2,882","1,805","4,673","4,673","4,547","2,602","1,578","57,176","686,116","2,689,976"
LO,617,KGNu,Kensal Green,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,1448,KNRr,Kensal Rise,Station entry/exit,Scaled,"5,128","5,128","4,201","3,229","2,818","4,884","4,884","3,800","2,661","2,873","59,628","715,533","2,805,310"
LO,618,OLYu,Kensington (Olympia),Station entry/exit,Gateline,"2,996","3,692","3,729","2,204","2,270","3,080","3,859","3,584","2,024","2,033","44,571","534,851","2,096,931"
LO,1449,KTWr,Kentish Town West,Station entry/exit,Scaled,"3,522","3,522","4,093","2,854","2,331","3,543","3,543","4,241","2,770","2,363","46,911","562,935","2,207,036"
LO,620,KETu,Kenton,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,621,KEWu,Kew Gardens,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,1415,KBNr,Kilburn High Road,Station entry/exit,Gateline,"1,088","1,185","1,253","1,025",697,"1,176","1,202","1,251","1,091",745,"15,486","185,831","728,567"
LO,7402,LEMr,Leyton Midland Road,Station entry/exit,Gateline,"2,241","2,447","2,400","1,852","1,054","2,270","2,415","2,304","1,741","1,054","29,500","354,000","1,387,888"
LO,7403,LERr,Leytonstone High Road,Station entry/exit,Gateline,"1,548","1,686","1,692","1,409",954,"1,496","1,633","1,619","1,303",908,"20,887","250,648","982,688"
LO,6965,LSTr,Liverpool Street NR,Boarding/alighting,Loadweigh,"19,265","24,529","20,787","9,088","8,329","17,879","21,993","20,289","7,229","7,025","249,455","2,993,464","11,736,136"
LO,6966,LOFr,London Fields,Station entry/exit,Scaled,"2,970","2,970","2,823","3,028","2,231","3,130","3,130","3,052","3,829","2,788","42,150","505,804","1,983,050"
LO,5150,NWXr,New Cross,Boarding/alighting,Scaled,"3,474","3,474","3,391","3,308","2,283","3,466","3,466","3,198","3,533","2,384","45,859","550,310","2,157,537"
LO,5345,NXGr,New Cross Gate,Boarding/alighting,Manual Counts,"6,357","7,071","7,157","8,420","5,580","6,317","6,887","7,149","8,596","6,193","97,642","1,171,707","4,593,780"
LO,659,NWBu,North Wembley,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,5376,NWDr,Norwood Junction,Boarding/alighting,Manual Counts,"2,618","3,084","2,969","2,705","2,001","2,629","3,013","2,669","2,573","1,656","38,110","457,321","1,792,966"
LO,5423,PMRr,Peckham Rye,Boarding/alighting,Scaled,"4,603","4,603","4,402","4,852","3,436","5,704","5,704","5,539","5,485","4,217","69,161","829,935","3,253,834"
LO,5378,PNWr,Penge West,Boarding/alighting,Scaled,"1,292","1,292","1,301","1,530",765,"1,211","1,211","1,236","1,220",713,"16,774","201,292","789,184"
LO,680,QPKu,Queen's Park,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,5424,QRPr,Queens Road Peckham,Boarding/alighting,Scaled,"2,755","2,755","2,206","2,763","1,819","2,734","2,734","2,095","2,741","1,836","35,412","424,948","1,666,047"
LO,6967,RECr,Rectory Road,Station entry/exit,Scaled,"2,572","2,572","2,288","1,906","1,277","2,282","2,282","2,248","1,835","1,408","30,379","364,553","1,429,260"
LO,686,RMDu,Richmond,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,6886,RMFr,Romford,---see EZL---,---see EZL---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,1039,ROEr,Rotherhithe,Station entry/exit,Gateline,"2,013","2,497","2,346","2,187","1,373","1,852","2,259","2,135","1,963","1,287","29,424","353,084","1,384,298"
LO,698,SVSu,Seven Sisters,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,1082,SDEr,Shadwell LO,Station entry/exit,Gateline,"5,026","5,740","5,888","5,223","3,809","5,418","6,159","6,107","5,376","3,891","76,434","917,208","3,595,992"
LO,9587,SPBr,Shepherd's Bush NR,Boarding/alighting,Scaled,"9,484","9,484","9,932","9,210","5,768","9,515","9,515","10,155","9,410","5,774","126,245","1,514,945","5,939,472"
LO,1024,SDCr,Shoreditch High Street,Station entry/exit,Gateline,"8,234","11,083","10,827","11,840","7,677","8,603","11,965","12,327","13,554","7,865","150,069","1,800,833","7,060,324"
LO,6972,SLVr,Silver Street,Station entry/exit,Scaled,"4,054","4,054","3,952","2,977","2,116","3,915","3,915","4,096","2,985","2,224","50,227","602,727","2,363,045"
LO,1452,SATr,South Acton,Station entry/exit,Scaled,"1,858","1,858","1,869","1,346","1,254","2,040","2,040","1,904","1,057","1,460","24,484","293,802","1,151,877"
LO,1451,SOHr,South Hampstead,Station entry/exit,Scaled,"1,014","1,014","1,008",726,576,988,988,"1,001",802,554,"12,676","152,110","596,361"
LO,709,SKTu,South Kenton,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,7404,STOr,South Tottenham,Station entry/exit,Gateline,"2,171","2,464","2,196","1,758","1,095","2,284","2,602","2,350","1,969","1,131","30,151","361,816","1,418,531"
LO,6947,SBUr,Southbury,Station entry/exit,Gateline,"1,450","1,493","1,520","1,125",754,"1,529","1,588","1,592","1,170",836,"19,220","230,634","904,221"
LO,6973,SJSr,St James Street,Station entry/exit,Gateline,"1,966","2,370","2,154","1,840","1,151","2,022","2,456","2,136","1,788","1,150","28,686","344,229","1,349,581"
LO,6968,SMHr,Stamford Hill,Station entry/exit,Scaled,"1,790","1,790","1,755","1,159",894,"1,768","1,768","1,722","1,067",844,"21,673","260,077","1,019,656"
LO,6934,SKWr,Stoke Newington,Station entry/exit,Scaled,"3,001","3,001","2,995","2,373","1,615","2,715","2,715","2,723","2,255","1,555","36,378","436,530","1,711,454"
LO,717,SPKu,Stonebridge Park,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,719,SFDu,Stratford,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,1083,SQEr,Surrey Quays,Station entry/exit,Gateline,"6,471","7,331","7,609","7,150","4,298","5,912","6,644","6,797","6,861","3,970","90,994","1,091,923","4,280,981"
LO,5437,SYDr,Sydenham,Boarding/alighting,Scaled,"3,312","3,312","3,076","3,063","1,944","4,036","4,036","3,784","2,830","2,219","46,307","555,680","2,178,593"
LO,6949,TEOr,Theobalds Grove,Station entry/exit,Gateline,"1,038","1,097","1,056",714,457,960,991,937,658,439,"12,524","150,283","589,199"
LO,6952,TURr,Turkey Street,Station entry/exit,Gateline,"1,454","1,522","1,567",993,714,"1,351","1,415","1,412",885,720,"17,904","214,850","842,338"
